SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment,,,,
'17060005,FROZEN SPINACH ARO 1KG.(110001),ใบผักโขมแช่แข็งแบบกลม เอโร่ 1 กก.(110001),Case,,,724.50,,,,N,0,,,,,,
'22150015,JOHNNIE RED LABEL 70 CL. (113126),JOHNNIE RED LABEL 70 CL. (113126),Btl,,,731.75,,,,I,7,,,,,,
'15010010,CAHEWNUTS WHOLE ARO 2KG.(102135),เม็ดมะม่วงหิมพานต์แบบเต็มเม็ดเอโร่ 2 กก.(102135),BAG,,,733.00,,,,N,0,,,,,,
'22150014,JIM BEAM 70 CL. (210498),JIM BEAM 70 CL. (210498),Btl,,,734.00,,,,I,7,,,,,,
'15050016,FLOUR KITE ALL PURPOSE 22.5KG. (184692),แป้งสาลี ตราว่าว 22.5 กก.(184692),SACK,,,750.75,,,,N,0,,,,,,
'15050009,FLOUR BREAD 22.5 KG.(184696),แป้งทำขนมปัง หงษ์ขาว 22.5กก.(184696),SACK,,,756.00,,,,N,0,,,,,,
'15090048,น้ำตาลธรรมชาติ 1กก.ตราวังขนาย 1*25/แพ็ค(825256),น้ำตาลธรรมชาติ 1กก.ตราวังขนาย 1*25/แพ็ค(825256),Sack,,,787.50,,,,I,7,,,,,,
'15120074,ซอสเห็ดทรัฟเฟิลดำเข้มข้น 500ก.ตราแอททีนอ(854810),ซอสเห็ดทรัฟเฟิลดำเข้มข้น 500ก.ตราแอททีนอ(854810),Btl,,,777.00,,,,I,7,,,,,,
'21010001,BEER CHANG CLASSIC CAN 320 ML.(1*24)/(250315),เบียร์ช้างคลาสสิค(กระป๋อง)320มล. (1*24)/(250315),TRAY,,,800.00,,,,I,7,,,,,,
21010012,BEER LEO CAN 320 ML.1x24/(343824),เบียร์ลีโอ(กระป๋อง) 320 มล.1x24/(343824),TRAY,,,800.00,,,,I,7,,,,,,
'21010012,BEER LEO CAN  320 ML.1x24/(343824),เบียร์ลีโอ(กระป๋อง) 320 มล.1x24/(343824),TRAY,,,800.00,,,,I,0,,,,,,
'22120004,BACARDI WHIITE RUM 75 CL. (933478),BACARDI WHIITE RUM 75 CL. (933478),Btl,,,807.50,,,,I,7,,,,,,
'15120026,COCONUT CREAM A-ROI-DEE 1000ML.(1x12)/(156265),น้ำกะทิ อร่อยดี 1000 มล.(1x12)/(156265),CASE,,,808.50,,,,I,7,,,,,,
'22080004,ABSOLUTE VODKA 70 CL. (176697),ABSOLUTE VODKA 70 CL. (176697),Btl,,,818.00,,,,I,7,,,,,,
'15110003,PLAM OIL FOR COOKING YOK 18L.(114571),น้ำมันปาล์ม หยก 18 ลิตร(114571),TANK,,,819.00,,,,I,7,,,,,,
'17060007,ข้าวโพดแช่แข็ง เอโร่ 10 กก.(851336),ข้าวโพดแช่แข็ง เอโร่ 10 กก.(851336),CASE,,,829.50,,,,N,0,,,,,,
'15110005,VEGETABLE OIL 18L.(312130),น้ำมันปาล์ม 18 ลิตร ตรามรกต(312130),TANK,,,829.50,,,,I,7,,,,,,
'26010088,SYRUP CONCENTRATED-CREAM SODA HELBLUEBOY 710 ML.1*12/79365,น้ำหวานเข้มข้น-กลิ่นครีมโซดา ตราเฮลซ์บลูบอย 710 มล.1*12/79365,CASE,,,829.50,,,,I,7,,,,,,
'21010008,BEER CHANG CLASSIC SMALL BTL 320ML.1x24/(330603),เบียร์ช้างคลาสสิค(ขวด ) 320 ML.1x24/(330603),CASE,,,831.50,,,,I,7,,,,,,
'22130008,CAPTAIN MORGAN BLACK 75 CL. (124117),CAPTAIN MORGAN BLACK 75 CL. (124117),Btl,,,836.75,,,,I,7,,,,,,
'21010006,BEER SINGHA CAN 320 ML.(1x24)/(223275),เบียร์สิงห์(กระป๋อง) 320มล.(1x24)/(223275),TRAY,,,860.00,,,,I,7,,,,,,
'21010015,BEER SINGHA SMALL 320 ML.1x24/(190333),เบียร์สิงห์(ขวด) 320 มล.1x24/(190333),CASE,,,874.75,,,,I,7,,,,,,
'22150020,BALLENTINE'S FINEST 1 L. (151196),BALLENTINE'S FINEST 1 L. (151196),Btl,,,891.50,,,,I,7,,,,,,
'14020017,CHEESE CREAM PHILADELPHIA 2 KG. (15093),ครีมชีสฟิลาเดเฟีย 2 กก.(15093),PACK,,,891.50,,,,I,7,,,,,,
'14010023,BUTTER UNSALTED PREMUIUM ALLOWRIE 2KG.(837132),เนยแท้ชนิดจืดอลาวรี่พรีเมี่ยม 2กก.(837132),BAG,,,908.25,,,,I,7,,,,,,
'22100006,GORDON'S DRY GIN 70 CL.(108848),GORDON'S DRY GIN 70 CL.(108848),Btl,,,910.25,,,,I,7,,,,,,
'22130010,MALIBU 70 CL. (151225),MALIBU 70 CL. (151225),Btl,,,960.75,,,,I,7,,,,,,
'15050011,FLOUR CAKE 22.5 KG./ SACK (184671),แป้งเค้กพัดโบก  22.5 KG./กระสอบ(184671),SACK,,,960.75,,,,I,7,,,,,,
'21010019,SAN MIGUEL SMALL CAN 330 ML.(1x24)/TRAY(100986),SAN MIGUEL SMALL CAN 330 ML.(1x24)/TRAY(100986),Tray,,,982.75,,,,I,7,,,,,,
'15050010,FLOUR BUA DAENG 22.5 KG.(184666),แป้งบัวแดง 22.5 กก.(184666),SACK,,,987.00,,,,I,7,,,,,,
'17070010,FROZEN STRAWBERRY ARO 1KG.(1x10)/(137377),สตรอว์เบอร์รีแช่แข็ง เอโร่ 1 กก.(1x10)/(137377),CASE,,,997.50,,,,N,0,,,,,,
'14010025,SALTED COMPOUND BUTTER ALLOWRIE 5 KG./BOX(59644),เนยเค็มคอมพาวด์ 5 กก.ยี่ห้ออลาวรี่(59644),Box,,,1002.75,,,,I,7,,,,,,
'14010009,BUTTER UNSALTED COMPOUND ALLOWRIE 5KG.(65650),เนยจืดอลาวรี่คอมพาวด์บัตเตอร์ 5กก.(65650),BOX,,,1002.75,,,,I,7,,,,,,
'24010004,RED WINE FOR COOKING GOSSIPS 3L.(836004),ไวท์แดงปรุงอาหารกอสซิบ 3ล.(836004),Box,,,1007.00,,,,I,7,,,,,,
'24000002,WHITE WINE FOR COOKING GOSSIPS 3L.(836001),ไวท์ขาวปรุงอาหารกอสซิบ 3ล.(836001),Box,,,1007.00,,,,I,7,,,,,,
'22090004,SIERRA TEQUILA SILVER 70 CL. (166613),SIERRA TEQUILA SILVER 70 CL. (166613),Btl,,,1017.50,,,,I,7,,,,,,
'22150013,JAMESON WHISKY 70 CL. (105149),JAMESON WHISKY 70 CL. (105149),Btl,,,1101.50,,,,I,7,,,,,,
'21010013,SAN MIGUEL SMALL BTL 330 ML.(1x24)/CASE(151202),SAN MIGUEL SMALL BTL 330 ML.(1x24)/CASE(151202),CASE,,,1077.25,,,,I,7,,,,,,
'21010005,BEER HEINEKEN CAN 320 ML.(1x24)(805003),เบียร์ไฮเนเก้น 320มล.(1x24)/(805003),TRAY,,,1108.75,,,,I,7,,,,,,
'21010011,BEER HEINEKEN SMALL BTL 320 ML.1x24/(203866),เบียร์ไฮเนเก้น(ขวด) 320 มล.1x24/(203866),CASE,,,1138.25,,,,I,7,,,,,,
'22000015,MARTINI BIANCO 100 CL. (184495),MARTINI BIANCO 100 CL. (184495),Btl,,,975.50,,,,I,7,,,,,,
'22000013,MARTINI EXTRA DRY 100 CL.(184496),MARTINI EXTRA DRY 100 CL.(184496),Btl,,,975.50,,,,I,7,,,,,,
'22000014,MARTINI ROSSO 100 CL.(184492),MARTINI ROSSO 100 CL.(184492),Btl,,,975.50,,,,I,7,,,,,,
'15010005,BALSAMIC VINEGAR BERTOLLI 3 L.(205919),น้ำส้มสายชูบาลซามิควินิกาเบอร์ทอลลี่ 3ล.(205919),GAL,,,1365.00,,,,I,7,,,,,,
'22050002,KHALUA 70 CL.(64961),KHALUA 70 CL.(64961),Btl,,,1290.50,,,,I,7,,,,,,
'14010007,BUTTER BLEND PROFESSIONALL ORCHID 5KG.(15730),เนยเค็มบัตเตอร์เบลนด์ออร์คิด 5กก.(15730),BOX,,,1291.50,,,,I,7,,,,,,
'22150012,JACK DANIEL'S 70 CL. (184603),JACK DANIEL'S 70 CL. (184603),Btl,,,1311.50,,,,I,7,,,,,,
'22000012,CAMPARI BITTER 75 CL. (158697),CAMPARI BITTER 75 CL. (158697),Btl,,,1354.50,,,,I,7,,,,,,
'22150016,JOHNNIE BLACK LABLE 70 CL. (113087),JOHNNIE BLACK LABLE 70 CL. (113087),Btl,,,1321.00,,,,I,7,,,,,,
'22150019,CHIVAS REGEL 70 CL.(118144),CHIVAS REGEL 70 CL.(118144),Btl,,,1469.00,,,,I,7,,,,,,
'22020027,COINTREAU 70 CL. (156848),COINTREAU 70 CL. (156848),Btl,,,1479.50,,,,I,7,,,,,,
'16010022,FROZEN ROTI SHEET ARO 1*20PCS/PACK(1*6)/(201988),แผ่นแป้งโรตีแช่แข็ง ตราเอโร่ 1*20ชิ้น/แพ็ค(1*6)/(201988),Case,,,1594.00,,,,I,7,,,,,,
'17080029,เนื้อปลานิลแล่แช่แข็ง 85-140ก./ชิ้น นน.1*10กก.(816713),เนื้อปลานิลแล่แช่แข็ง 85-140ก./ชิ้น นน.1*10กก.(816713),Case,,,1732.50,,,,N,0,,,,,,
'17080034,เนื้อปลานิลแล่แช่แข็ง 140-200ก./ชิ้น 1กก.(816715),เนื้อปลานิลแล่แช่แข็ง 140-200ก./ชิ้น 1กก.(816715),Case,,,1837.50,,,,N,0,,,,,,
16010048,ปอเปี๊ยะผัก ตราลิตเติ้ลเชฟ 1*8กก./ลัง(827730),ปอเปี๊ยะผัก ตราลิตเติ้ลเชฟ 1*8กก./ลัง(827730),Case,,,1764.00,,,,I,7,,,,,,
'17070014,มิกซ์เบอรี่แช่แข็ง 1*10/ลัง ตราเอโร่(826025),มิกซ์เบอรี่แช่แข็ง 1*10/ลัง ตราเอโร่(826025),Case,,,1774.50,,,,N,0,,,,,,
17070013,มิกซ์เบอรี่แช่แข็ง 1*10/ลัง ตราเอโร่(826025),มิกซ์เบอรี่แช่แข็ง 1*10/ลัง ตราเอโร่(826025),Case,,,1774.50,,,,N,0,,,,,,
'17070012,FROZEN PASSION FRUIT WITH SEED 1*10KG. ARO(229337),น้ำเสาวรสมีเมล็ดแช่แข็ง1*10กก.ตราเอโร่(229337),Case,,,1837.50,,,,I,7,,,,,,
'10050061,แฮมสไลด์ จามอง เซอราโน(807087),แฮมสไลด์ จามอง เซอราโน(807087),Kg,,,2310.00,,,,I,7,,,,,,
15110010,น้ำมันมะกอกเพียว 100% ขนาด 5 ลิตร ตราซาโบรโซ่(115214),น้ำมันมะกอกเพียว 100% ขนาด 5 ลิตร ตราซาโบรโซ่(115214),Gal,,,2572.50,,,,I,7,,,,,,
'22010013,HENNESSY V.S.O.P 70 CL. (132952),HENNESSY V.S.O.P 70 CL. (132952),Btl,,,3304.25,,,,I,7,,,,,,
15000044,คอฟฟี่เมตครีมเทียม(สูตรออริจินัล) 1000ก.เนสท์เล่/145335,คอฟฟี่เมตครีมเทียม(สูตรออริจินัล) 1000ก.เนสท์เล่/145335,BAG,,,141.75,,,,I,7,,,,,,
15000045,ผงช็อกโกแลตมอลต์ 700มล.โอวัลติน/181519,ผงช็อกโกแลตมอลต์ 700มล.โอวัลติน/181519,BAG,,,131.25,,,,I,7,,,,,,
15080129,มาร์ชแมลโลว์กลิ่นวานิลลา สีขาว-เม็ดใหญ่ 150ก.ตรามาร์ชี่ส์(858067),มาร์ชแมลโลว์กลิ่นวานิลลา สีขาว-เม็ดใหญ่ 150ก.ตรามาร์ชี่ส์(858067),BAG,,,44.00,,,,I,7,,,,,,
15010249,แครนเบอร์รี่ตากแห้ง 1 กก.เอโร่(818279),แครนเบอร์รี่ตากแห้ง 1 กก.เอโร่(818279),Kg,,,299.25,,,,N,0,,,,,,
15030016,PASTA-PENNE RIGATE LAMOLISANA#20 500G.(178183),พาสต้า-เพนเน่ริกาเต้ลาโมลิซาน่า#20 500ก.(178183),BAG,,,73.50,,,,I,7,,,,,,
15080131,ขนมพัฟเค้กไส้ครีมเลมอนคัสตาร์ด ดิวเบอร์รี่ 15ก.1*12/แพ็ค(859865),ขนมพัฟเค้กไส้ครีมเลมอนคัสตาร์ด ดิวเบอร์รี่ 15ก.1*12/แพ็ค(859865),Pack,,,45.25,,,,I,7,,,,,,
15080130,ขนมเค้กใบเตยมะพร้าว ดิวเบอร์รี่ 15ก.1*12/แพ็ค(893832),ขนมเค้กใบเตยมะพร้าว ดิวเบอร์รี่ 15ก.1*12/แพ็ค(893832),Pack,,,45.25,,,,I,7,,,,,,
15010233,เห็ดแชมปิญองในน้ำเกลือ 425ก.ตรากู๊ดดี 1*3/แพ็ค(204913),เห็ดแชมปิญองในน้ำเกลือ 425ก.ตรากู๊ดดี 1*3/แพ็ค(204913),Pack,,,146.00,,,,I,7,,,,,,
17080001,FROZEN SILVER GRUNT FISH 1KG.(909843, เนื้อปลากระพงแสมแช่แข็ง 1 กก.(909843),KG,,,173.25,,,,N,0,,,,,,
15030018,PASTA-FESTAIOLA FETTUCCINE AGNESI 250G.(156250),พาสต้า-เฟสตาโยล่า เฟตตูชินี แอคเนซี่ 250ก.(156250),BAG,,,92.50,,,,I,7,,,,,,
17080001,FROZEN SILVER GRUNT FISH 1KG.(909843),เนื้อปลากระพงแสมแช่แข็ง 1 กก.(909843),KG,,,173.25,,,,N,0,,,,,,
15000025,NESCAFE 620G.(199123),เนสกาแฟ 620G.(199123),BAG,,,356.00,,,,I,7,,,,,,
15010252,ถั่วดำ 500ก.1*6/แพ็ค ตราไร่ทิพย์(223243),ถั่วดำ 500ก.1*6/แพ็ค ตราไร่ทิพย์(223243),Pack,,,241.50,,,,N,0,,,,,,
12000017,LEMON FRUIT,มะนาวแป้น(ผิวสวยๆ),PCS,,,5.15,,,,N,0,,,,,,
15090020,PLAM SUGAR WHITE,น้ำตาลปี๊ปขาว,KG,,,83.00,,,,N,0,,,,,,
17080040,กุ้งขาวแช่แข็งแกะเปลือกไว้หาง 51-60 ตัว/กก.,กุ้งขาวแช่แข็งแกะเปลือกไว้หาง 51-60 ตัว/กก.,KG,,,152.25,,,,N,0,,,,,,
15120021,TAMARIND PASTE 1 KG.,น้ำมะขามเปียกพร้อมปรุง 1 กก.,KG,,,99.75,,,,N,0,,,,,,
